No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude
194,2013.417,9.7,421.479,5,24.98246,121.54477
159,2013.0,11.6,390.5684,5,24.97937,121.54245
337,2012.833,5.1,1867.233,2,24.98407,121.51748
280,2013.417,2.6,1554.25,3,24.97026,121.51642
168,2013.417,28.2,330.0854,8,24.97408,121.54011
260,2013.083,17.7,837.7233,0,24.96334,121.54767
252,2012.917,31.7,1159.454,0,24.9496,121.53018
145,2013.083,11.9,1360.139,1,24.95204,121.54842
281,2013.25,2.3,184.3302,6,24.96581,121.54086
60,2013.083,13.3,336.0532,5,24.95776,121.53438
273,2012.75,13.0,492.2313,5,24.96515,121.53737
312,2013.167,21.3,537.7971,4,24.97425,121.53814
107,2013.083,17.2,189.5181,8,24.97707,121.54308
318,2012.75,15.6,752.7669,2,24.97795,121.53451
203,2012.917,38.3,642.6985,3,24.97559,121.53713
234,2013.333,39.7,333.3679,9,24.98016,121.53932
137,2012.75,11.4,390.5684,5,24.97937,121.54245
47,2013.417,21.7,463.9623,9,24.9703,121.54458
101,2013.5,17.5,964.7496,4,24.98872,121.53411
324,2013.417,28.6,197.1338,6,24.97631,121.54436
236,2012.75,12.9,250.631,7,24.96606,121.54297
287,2012.917,5.9,90.45606,9,24.97433,121.5431
346,2012.667,0.0,185.4296,0,24.9711,121.5317
5,2012.833,5.0,390.5684,5,24.97937,121.54245
289,2013.583,16.6,323.6912,6,24.97841,121.5428
372,2013.5,4.1,312.8963,5,24.95591,121.53956
112,2013.583,33.3,196.6172,7,24.97701,121.54224
258,2013.25,17.3,444.1334,1,24.97501,121.5273
357,2012.833,10.3,211.4473,1,24.97417,121.52999
243,2012.833,2.0,2077.39,3,24.96357,121.51329
196,2013.333,15.2,461.1016,5,24.95425,121.5399
110,2013.583,4.0,2147.376,3,24.96299,121.51284
245,2013.083,4.8,1559.827,3,24.97213,121.51627
70,2012.833,12.5,561.9845,5,24.98746,121.54391
55,2013.083,16.1,289.3248,5,24.98203,121.54348
35,2012.75,15.4,205.367,7,24.98419,121.54243
301,2013.083,2.5,156.2442,4,24.96696,121.53992
226,2013.25,1.1,193.5845,6,24.96571,121.54089
403,2012.833,12.7,187.4823,1,24.97388,121.52981
29,2013.5,19.2,557.478,4,24.97419,121.53797
326,2013.083,36.6,488.8193,8,24.97015,121.54494
262,2013.167,16.2,2288.011,3,24.95885,121.51359
293,2013.083,17.5,395.6747,5,24.95674,121.534
183,2013.5,13.5,2147.376,3,24.96299,121.51284
364,2013.5,32.3,109.9455,10,24.98182,121.54086
153,2013.333,12.0,1360.139,1,24.95204,121.54842
71,2013.583,6.6,90.45606,9,24.97433,121.5431
150,2012.667,34.9,179.4538,8,24.97349,121.54245
142,2013.333,5.1,1559.827,3,24.97213,121.51627
10,2013.417,17.9,1783.18,3,24.96731,121.51486
73,2013.583,32.5,424.5442,8,24.97587,121.53913
16,2013.583,35.7,579.2083,2,24.9824,121.54619
175,2013.417,4.3,432.0385,7,24.9805,121.53778
46,2013.083,36.6,488.8193,8,24.97015,121.54494
380,2013.333,0.0,292.9978,6,24.97744,121.54458
339,2012.917,31.5,258.186,9,24.96867,121.54331
246,2013.417,7.5,639.6198,5,24.97258,121.54814
315,2013.25,3.7,577.9615,6,24.97201,121.54722
360,2013.5,5.6,2408.993,0,24.95505,121.55964
268,2012.833,34.7,482.7581,5,24.97433,121.53863
237,2013.167,3.6,373.8389,10,24.98322,121.53765
242,2013.5,13.7,250.631,7,24.96606,121.54297
334,2012.75,7.8,104.8101,5,24.96674,121.54067
378,2013.333,3.9,49.66105,8,24.95836,121.53756
284,2013.417,33.5,1978.671,2,24.98674,121.51844
404,2012.667,30.9,161.942,9,24.98353,121.53966
379,2013.333,37.3,587.8877,8,24.97077,121.54634
303,2013.5,16.5,2288.011,3,24.95885,121.51359
228,2012.917,32.4,265.0609,8,24.98059,121.53986
182,2013.167,11.6,201.8939,8,24.98489,121.54121
51,2013.417,21.7,512.5487,4,24.974,121.53842
247,2013.417,16.4,389.8219,6,24.96412,121.54273
215,2013.583,18.1,1783.18,3,24.96731,121.51486
349,2012.833,4.6,259.6607,6,24.97585,121.54516
292,2012.833,3.4,56.47425,7,24.95744,121.53711
119,2013.5,25.3,1583.722,3,24.96622,121.51709
62,2013.5,5.3,259.6607,6,24.97585,121.54516
2,2012.917,19.5,306.5947,9,24.98034,121.53951
57,2013.417,33.6,371.2495,8,24.97254,121.54059
92,2013.25,9.1,1402.016,0,24.98569,121.5276
235,2013.25,8.0,2216.612,4,24.96007,121.51361
38,2013.167,12.0,1360.139,1,24.95204,121.54842
296,2013.167,18.2,2179.59,3,24.96299,121.51252
103,2013.083,1.1,193.5845,6,24.96571,121.54089
61,2013.417,11.0,1931.207,2,24.96365,121.51471
297,2012.75,12.5,1144.436,4,24.99176,121.53456
274,2013.417,13.2,170.1289,1,24.97371,121.52984
15,2013.5,13.2,1164.838,4,24.99156,121.53406
355,2013.417,12.2,1360.139,1,24.95204,121.54842
100,2013.417,6.4,90.45606,9,24.97433,121.5431
307,2013.5,14.4,169.9803,1,24.97369,121.52979
189,2012.917,34.8,190.0392,8,24.97707,121.54312
368,2012.833,15.0,1828.319,2,24.96464,121.51531
407,2013.167,1.9,372.1386,7,24.97293,121.54026
148,2012.75,3.2,489.8821,8,24.97017,121.54494
345,2013.5,34.6,3085.17,0,24.998,121.5155
399,2013.417,14.7,1717.193,2,24.96447,121.51649
359,2013.167,1.1,193.5845,6,24.96571,121.54089
276,2012.667,1.5,23.38284,7,24.96772,121.54102
63,2012.917,17.2,2175.877,3,24.96303,121.51254
58,2012.917,3.5,56.47425,7,24.95744,121.53711
199,2013.083,34.0,157.6052,7,24.96628,121.54196
214,2013.083,6.2,90.45606,9,24.97433,121.5431
412,2013.25,18.8,390.9696,7,24.97923,121.53986
212,2013.083,0.0,274.0144,1,24.9748,121.53059
193,2013.167,43.8,57.58945,7,24.9675,121.54069
67,2013.0,1.0,193.5845,6,24.96571,121.54089
56,2012.833,31.7,1160.632,0,24.94968,121.53009
267,2013.25,17.8,1783.18,3,24.96731,121.51486
285,2012.917,15.0,383.2805,7,24.96735,121.54464
23,2012.917,14.7,1360.139,1,24.95204,121.54842
353,2012.833,18.4,2674.961,3,24.96143,121.50827
180,2013.083,14.0,438.8513,1,24.97493,121.5273
311,2013.583,16.4,1643.499,2,24.95394,121.55174
216,2013.333,19.2,383.7129,8,24.972,121.54477
331,2013.083,32.0,1156.777,0,24.94935,121.53046
384,2012.667,29.1,506.1144,4,24.97845,121.53889
290,2013.333,13.9,289.3248,5,24.98203,121.54348
347,2013.417,13.2,1712.632,2,24.96412,121.5167
167,2013.417,0.0,292.9978,6,24.97744,121.54458
144,2013.5,13.6,492.2313,5,24.96515,121.53737
169,2013.083,27.6,515.1122,5,24.96299,121.5432
111,2013.083,8.1,104.8101,5,24.96674,121.54067
99,2013.417,16.4,289.3248,5,24.98203,121.54348
370,2012.667,20.2,2185.128,3,24.96322,121.51237
244,2013.417,32.8,204.1705,8,24.98236,121.53923
135,2012.667,33.4,186.9686,6,24.96604,121.54211
414,2013.5,6.5,90.45606,9,24.97433,121.5431
22,2013.417,10.5,279.1726,7,24.97528,121.54541
213,2013.333,17.6,1805.665,2,24.98672,121.52091
81,2013.5,11.8,533.4762,4,24.97445,121.54765
120,2013.5,16.6,289.3248,5,24.98203,121.54348
304,2013.5,38.3,439.7105,0,24.97161,121.53423
390,2013.25,40.9,122.3619,8,24.96756,121.5423
114,2013.333,14.8,393.2606,6,24.96172,121.53812
