No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude
211,2013.5,5.2,390.5684,5,24.97937,121.54245
126,2013.167,1.1,193.5845,6,24.96571,121.54089
147,2012.75,0.0,185.4296,0,24.9711,121.5317
290,2013.333,13.9,289.3248,5,24.98203,121.54348
87,2012.833,1.8,1455.798,1,24.9512,121.549
413,2013.0,8.1,104.8101,5,24.96674,121.54067
221,2013.333,37.2,186.5101,9,24.97703,121.54265
350,2012.75,7.8,104.8101,5,24.96674,121.54067
328,2013.417,3.5,757.3377,3,24.97538,121.54971
357,2012.833,10.3,211.4473,1,24.97417,121.52999
315,2013.25,3.7,577.9615,6,24.97201,121.54722
184,2013.5,17.0,4082.015,0,24.94155,121.50381
219,2013.417,13.6,492.2313,5,24.96515,121.53737
295,2013.5,26.4,335.5273,6,24.9796,121.5414
334,2012.75,7.8,104.8101,5,24.96674,121.54067
393,2013.083,42.7,443.802,6,24.97927,121.53874
130,2013.417,38.5,216.8329,7,24.98086,121.54162
39,2012.667,3.1,577.9615,6,24.97201,121.54722
12,2013.333,6.3,90.45606,9,24.97433,121.5431
281,2013.25,2.3,184.3302,6,24.96581,121.54086
186,2012.75,31.4,1447.286,3,24.97285,121.5173
282,2013.333,4.7,387.7721,9,24.98118,121.53788
113,2013.417,9.9,2102.427,3,24.96044,121.51462
180,2013.083,14.0,438.8513,1,24.97493,121.5273
302,2012.75,38.0,461.7848,0,24.97229,121.53445
367,2012.75,14.2,1801.544,1,24.95153,121.55254
338,2012.833,31.3,600.8604,5,24.96871,121.54651
118,2013.0,13.6,4197.349,0,24.93885,121.50383
382,2013.417,8.0,132.5469,9,24.98298,121.53981
288,2013.0,19.2,461.1016,5,24.95425,121.5399
399,2013.417,14.7,1717.193,2,24.96447,121.51649
299,2013.333,16.7,4082.015,0,24.94155,121.50381
234,2013.333,39.7,333.3679,9,24.98016,121.53932
376,2013.25,21.7,1157.988,0,24.96165,121.55011
256,2013.417,31.5,5512.038,1,24.95095,121.48458
165,2012.833,0.0,185.4296,0,24.9711,121.5317
355,2013.417,12.2,1360.139,1,24.95204,121.54842
137,2012.75,11.4,390.5684,5,24.97937,121.54245
155,2013.5,16.9,4066.587,0,24.94297,121.50342
200,2013.417,18.2,451.6419,8,24.96945,121.5449
198,2013.25,34.4,126.7286,8,24.96881,121.54089
407,2013.167,1.9,372.1386,7,24.97293,121.54026
3,2013.583,13.3,561.9845,5,24.98746,121.54391
233,2012.917,27.1,4412.765,1,24.95032,121.49587
205,2013.0,18.0,1414.837,1,24.95182,121.54887
116,2013.083,20.6,737.9161,2,24.98092,121.54739
254,2012.667,30.4,1735.595,2,24.96464,121.51623
322,2012.917,16.9,964.7496,4,24.98872,121.53411
27,2012.667,3.1,383.8624,5,24.98085,121.54391
121,2013.167,13.3,492.2313,5,24.96515,121.53737
319,2013.333,7.1,379.5575,10,24.98343,121.53762
225,2013.333,34.5,324.9419,6,24.97814,121.5417
335,2012.917,30.0,1013.341,5,24.99006,121.5346
278,2013.417,21.2,2185.128,3,24.96322,121.51237
128,2013.25,3.8,383.8624,5,24.98085,121.54391
343,2012.667,5.7,90.45606,9,24.97433,121.5431
108,2013.333,12.2,1360.139,1,24.95204,121.54842
396,2012.917,21.2,512.5487,4,24.974,121.53842
134,2012.833,18.0,373.3937,8,24.9866,121.54082
303,2013.5,16.5,2288.011,3,24.95885,121.51359
45,2013.583,2.7,533.4762,4,24.97445,121.54765
381,2013.333,14.1,289.3248,5,24.98203,121.54348
66,2013.417,40.1,123.7429,8,24.97635,121.54329
86,2012.75,0.0,338.9679,9,24.96853,121.54413
243,2012.833,2.0,2077.39,3,24.96357,121.51329
187,2013.167,20.9,2185.128,3,24.96322,121.51237
160,2012.667,15.5,815.9314,4,24.97886,121.53464
13,2012.917,13.0,492.2313,5,24.96515,121.53737
36,2013.5,13.9,4079.418,0,25.01459,121.51816
29,2013.5,19.2,557.478,4,24.97419,121.53797
171,2013.333,24.0,4527.687,0,24.94741,121.49628
143,2013.417,19.8,640.6071,5,24.97017,121.54647
404,2012.667,30.9,161.942,9,24.98353,121.53966
313,2013.583,35.4,318.5292,9,24.97071,121.54069
222,2013.333,9.0,1402.016,0,24.98569,121.5276
96,2012.917,8.0,104.8101,5,24.96674,121.54067
52,2013.083,31.3,1758.406,1,24.95402,121.55282
241,2013.083,11.0,1712.632,2,24.96412,121.5167
311,2013.583,16.4,1643.499,2,24.95394,121.55174
317,2013.25,13.3,250.631,7,24.96606,121.54297
179,2013.5,13.1,1144.436,4,24.99176,121.53456
42,2013.5,16.8,4066.587,0,24.94297,121.50342
323,2013.0,12.9,187.4823,1,24.97388,121.52981
207,2013.25,22.2,379.5575,10,24.98343,121.53762
283,2012.917,2.0,1455.798,1,24.9512,121.549
255,2012.667,1.1,329.9747,5,24.98254,121.54395
394,2013.0,16.9,967.4,4,24.98872,121.53408
5,2012.833,5.0,390.5684,5,24.97937,121.54245
257,2012.667,14.6,339.2289,1,24.97519,121.53151
371,2012.75,15.9,289.3248,5,24.98203,121.54348
101,2013.5,17.5,964.7496,4,24.98872,121.53411
227,2013.0,16.5,4082.015,0,24.94155,121.50381
354,2013.5,4.1,2147.376,3,24.96299,121.51284
214,2013.083,6.2,90.45606,9,24.97433,121.5431
172,2013.083,3.6,383.8624,5,24.98085,121.54391
99,2013.417,16.4,289.3248,5,24.98203,121.54348
293,2013.083,17.5,395.6747,5,24.95674,121.534
216,2013.333,19.2,383.7129,8,24.972,121.54477
62,2013.5,5.3,259.6607,6,24.97585,121.54516
48,2013.583,35.9,640.7391,3,24.97563,121.53715
33,2012.75,37.9,488.5727,1,24.97349,121.53451
268,2012.833,34.7,482.7581,5,24.97433,121.53863
201,2013.417,17.4,995.7554,0,24.96305,121.54915
369,2013.417,18.2,350.8515,1,24.97544,121.53119
28,2013.25,10.4,276.449,5,24.95593,121.53913
325,2012.667,12.4,1712.632,2,24.96412,121.5167
231,2013.5,4.0,2147.376,3,24.96299,121.51284
261,2013.25,17.0,1485.097,4,24.97073,121.517
289,2013.583,16.6,323.6912,6,24.97841,121.5428
163,2012.75,16.0,4066.587,0,24.94297,121.50342
352,2012.833,4.0,2180.245,3,24.96324,121.51241
139,2013.167,10.0,942.4664,0,24.97843,121.52406
63,2012.917,17.2,2175.877,3,24.96303,121.51254
136,2012.917,18.9,1009.235,0,24.96357,121.54951
129,2013.083,41.3,124.9912,6,24.96674,121.54039
9,2013.5,31.7,5512.038,1,24.95095,121.48458
65,2013.333,17.5,995.7554,0,24.96305,121.54915
301,2013.083,2.5,156.2442,4,24.96696,121.53992
15,2013.5,13.2,1164.838,4,24.99156,121.53406
157,2013.583,30.7,1264.73,0,24.94883,121.52954
41,2013.0,13.6,4082.015,0,24.94155,121.50381
380,2013.333,0.0,292.9978,6,24.97744,121.54458
336,2013.583,27.3,337.6016,6,24.96431,121.54063
217,2013.25,37.8,590.9292,1,24.97153,121.53559
280,2013.417,2.6,1554.25,3,24.97026,121.51642
358,2013.417,0.0,338.9679,9,24.96853,121.54413
237,2013.167,3.6,373.8389,10,24.98322,121.53765
208,2013.083,38.5,665.0636,3,24.97503,121.53692
213,2013.333,17.6,1805.665,2,24.98672,121.52091
296,2013.167,18.2,2179.59,3,24.96299,121.51252
378,2013.333,3.9,49.66105,8,24.95836,121.53756
252,2012.917,31.7,1159.454,0,24.9496,121.53018
405,2013.333,16.4,289.3248,5,24.98203,121.54348
379,2013.333,37.3,587.8877,8,24.97077,121.54634
304,2013.5,38.3,439.7105,0,24.97161,121.53423
270,2013.0,17.6,837.7233,0,24.96334,121.54767
202,2013.417,13.1,561.9845,5,24.98746,121.54391
162,2013.417,19.2,616.4004,3,24.97723,121.53767
44,2012.75,34.4,512.7871,6,24.98748,121.54301
218,2012.917,28.0,372.6242,6,24.97838,121.54119
191,2013.5,35.3,616.5735,8,24.97945,121.53642
310,2013.25,30.3,1264.73,0,24.94883,121.52954
260,2013.083,17.7,837.7233,0,24.96334,121.54767
106,2012.833,0.0,292.9978,6,24.97744,121.54458
54,2013.083,13.3,492.2313,5,24.96515,121.53737
2,2012.917,19.5,306.5947,9,24.98034,121.53951
50,2012.667,29.4,4510.359,1,24.94925,121.49542
81,2013.5,11.8,533.4762,4,24.97445,121.54765
206,2013.083,12.8,1449.722,3,24.97289,121.51728
35,2012.75,15.4,205.367,7,24.98419,121.54243
264,2013.417,3.9,2147.376,3,24.96299,121.51284
92,2013.25,9.1,1402.016,0,24.98569,121.5276
340,2013.333,1.7,329.9747,5,24.98254,121.54395
53,2013.583,32.1,1438.579,3,24.97419,121.5175
346,2012.667,0.0,185.4296,0,24.9711,121.5317
265,2013.167,32.6,493.657,7,24.96968,121.54522
242,2013.5,13.7,250.631,7,24.96606,121.54297
14,2012.667,20.4,2469.645,4,24.96108,121.51046
316,2013.083,15.6,1756.411,2,24.9832,121.51812
89,2012.917,8.9,1406.43,0,24.98573,121.52758
274,2013.417,13.2,170.1289,1,24.97371,121.52984
167,2013.417,0.0,292.9978,6,24.97744,121.54458
329,2012.833,15.9,1497.713,3,24.97003,121.51696
408,2013.0,5.2,2408.993,0,24.95505,121.55964
135,2012.667,33.4,186.9686,6,24.96604,121.54211
307,2013.5,14.4,169.9803,1,24.97369,121.52979
398,2013.417,13.1,1164.838,4,24.99156,121.53406
320,2013.25,34.6,272.6783,5,24.95562,121.53872
244,2013.417,32.8,204.1705,8,24.98236,121.53923
55,2013.083,16.1,289.3248,5,24.98203,121.54348
364,2013.5,32.3,109.9455,10,24.98182,121.54086
51,2013.417,21.7,512.5487,4,24.974,121.53842
175,2013.417,4.3,432.0385,7,24.9805,121.53778
190,2012.917,16.3,4066.587,0,24.94297,121.50342
412,2013.25,18.8,390.9696,7,24.97923,121.53986
188,2013.0,8.9,3078.176,0,24.95464,121.56627
170,2013.417,8.4,1962.628,1,24.95468,121.55481
59,2013.5,30.3,4510.359,1,24.94925,121.49542
49,2013.417,24.2,4605.749,0,24.94684,121.49578
345,2013.5,34.6,3085.17,0,24.998,121.5155
236,2012.75,12.9,250.631,7,24.96606,121.54297
253,2012.833,5.9,90.45606,9,24.97433,121.5431
22,2013.417,10.5,279.1726,7,24.97528,121.54541
314,2013.333,8.3,104.8101,5,24.96674,121.54067
161,2012.917,3.5,49.66105,8,24.95836,121.53756
277,2013.0,19.1,461.1016,5,24.95425,121.5399
192,2013.167,13.2,750.0704,2,24.97371,121.54951
386,2013.0,18.3,82.88643,10,24.983,121.54026
294,2012.667,12.6,383.2805,7,24.96735,121.54464
344,2013.0,33.5,563.2854,8,24.98223,121.53597
258,2013.25,17.3,444.1334,1,24.97501,121.5273
309,2013.417,16.4,289.3248,5,24.98203,121.54348
150,2012.667,34.9,179.4538,8,24.97349,121.54245
131,2013.25,29.6,535.527,8,24.98092,121.53653
152,2013.5,4.9,387.7721,9,24.98118,121.53788
360,2013.5,5.6,2408.993,0,24.95505,121.55964
100,2013.417,6.4,90.45606,9,24.97433,121.5431
373,2013.0,33.9,157.6052,7,24.96628,121.54196
88,2013.583,16.9,4066.587,0,24.94297,121.50342
331,2013.083,32.0,1156.777,0,24.94935,121.53046
215,2013.583,18.1,1783.18,3,24.96731,121.51486
122,2013.5,13.6,492.2313,5,24.96515,121.53737
414,2013.5,6.5,90.45606,9,24.97433,121.5431
21,2013.417,4.5,2275.877,3,24.96314,121.51151
189,2012.917,34.8,190.0392,8,24.97707,121.54312
72,2013.083,35.5,640.7391,3,24.97563,121.53715
107,2013.083,17.2,189.5181,8,24.97707,121.54308
271,2013.333,10.8,252.5822,1,24.9746,121.53046
349,2012.833,4.6,259.6607,6,24.97585,121.54516
103,2013.083,1.1,193.5845,6,24.96571,121.54089
